d;userID;ISBN;bookRating
48177;98391;037371100X;8
63607;126693;1858288967;8
33788;127359;042519311X;6
54181;76499;9684111819;10
62375;115490;1559635770;7
25727;11070;096843911X;5
19586;62689;081120068X;8
10728;44845;155874262X;9
32263;19145;1873176570;6
12576;707;039457513X;5
63334;124648;1570429685;8
52973;70649;038572151X;8
2861;113270;1400031354;8
51607;64903;038198270X;6
19112;75149;1400031362;6
31247;16795;1852232641;8
1204;144830;1558743669;9
3602;104399;014038572X;10
62475;116290;185326847X;10
11864;39646;1573225789;8
4491;124321;067976402X;8
21381;7128;068984042X;10
37325;115994;067188090X;7
11482;63507;006101351X;8
461;37950;074343627X;9
40120;31826;078971406X;10
40140;31826;1562820745;10
34131;76818;155921144X;8
20306;127129;1558744592;7
1588;122429;044023722X;3
10761;102571;155874262X;5
16691;117773;1577488288;10
55555;84715;031021436X;9
57409;93363;1578561264;9
38563;29978;084871816X;8
60666;105979;288124632X;8
42435;35859;188602832X;7
43542;36836;2080105434;8
14536;60707;006109918X;7
13442;90391;031231616X;7
38037;28938;019280068X;6
61054;108285;096351766X;5
29334;15408;068486486X;8
9758;98391;1551668122;8
3400;59209;044022165X;8
11569;135609;006101351X;5
18581;38544;1551667509;5
66034;144113;1896356052;4
10550;101305;014028009X;7
51686;65258;1575022745;7
35046;94805;1400052726;7
15604;2977;3190115214;10
53339;78722;038078341X;6
41496;35518;1887128484;5
47949;52021;1565840437;5
61004;113983;1576600734;9
26698;76081;055327449X;8
38112;124852;1559949783;7
42111;98391;1401300871;10
13376;28016;038039586X;10
12631;127048;067175145X;6
38019;146821;067165411X;7
21250;126693;068485287X;1
35268;24694;2894190263;7
41569;51526;034546687X;6
43638;94951;055329024X;9
60687;112001;034536774X;10
8120;35859;039487062X;10
21815;7286;043938074X;8
33245;20983;1551668769;6
38160;29232;043948622X;7
60796;106895;1555973124;7
23178;130221;037570910X;7
47931;51992;080706341X;8
59000;98391;1893896951;10
26352;86419;1551669153;8
58860;98391;1592865305;9
4043;277662;087542127X;5
16802;62272;039914613X;9
13859;151002;1551665794;9
50962;60569;1901289060;10
31459;98391;034546673X;9
41744;35859;030712097X;6
26373;11601;1557043035;9
2970;60244;1400034779;9
8858;123883;051512608X;5
65177;136773;068802405X;9
62214;114700;1572242329;9
46362;46165;037326142X;2
19335;81848;015602943X;8
51271;62626;068418611X;7
4699;61700;038542471X;5
28750;14456;3822855499;10
23731;28144;042511984X;5
5111;21011;1558745157;7
12255;40214;193156146X;8
54089;76499;031020173X;7
54371;78226;1401057888;8
48578;102967;051754489X;5
59009;98391;1928857043;8
24925;9899;1551668084;10
47749;51883;030765656X;10
8683;121367;044022473X;10
11719;127168;080213825X;7
58991;98391;1893896676;9
30381;104659;1576731278;9
20214;43511;1841954608;8
23704;8454;1841953814;8
15463;122782;006099486X;7
57472;93595;1585743488;10
27117;141511;044100315X;6
2080;37644;006092988X;10
16614;113519;1565122968;8
51136;61845;1551660792;7
10697;13973;155874262X;2
59952;101851;1565040198;9
25569;81589;038549842X;8
50176;86145;067172052X;5
19121;95991;1400031362;8
5014;110700;034540288X;10
31157;16795;1564404757;4
22260;7346;089919513X;7
22193;119248;059045370X;7
17407;120935;1573228214;8
713;277157;074320607X;7
66923;152309;1903650550;10
57810;95010;1567290361;8
20300;95226;1558744592;10
931;31140;031284879X;8
59679;100906;081288552X;8
402;130076;059030271X;9
46749;58482;1930051220;10
1938;136348;038550926X;8
55489;83789;1896496040;7
3178;64241;157421005X;8
47955;85526;1885211066;7
41886;65370;045121157X;6
31698;142212;034543448X;5
58722;98391;157566920X;9
26612;148258;078686219X;6
53436;88733;1569060193;10
34060;22423;051513175X;10
11421;16631;006101351X;5
36107;48155;1890957267;8
39659;73651;044100900X;8
32127;18519;1557739218;6
1955;277292;1551668726;8
26680;11817;1566195268;8
19211;6242;1550541129;3
32119;47975;038081403X;4
44363;60098;037327209X;8
34142;34588;1878448900;10
35221;24624;1590520807;8
45861;135185;067975539X;8
4110;97874;076790592X;10
31175;16795;1565890310;7
15334;2891;1566190932;6
30126;20180;067172651X;10
17348;126604;031205436X;7
3935;6543;067976397X;7
23222;65913;055358264X;9
26019;150706;014006690X;10
32965;52614;082177509X;8
24988;9908;071671017X;7
54363;106849;1577311922;10
18197;33580;014019536X;7
11796;98904;068484267X;10
46390;46389;1570817707;9
58188;97099;2253002879;7
78;76851;038550120X;8
3038;110934;1400034779;9
16847;128259;155054439X;8
40194;31846;1559635355;8
40044;31702;1891946013;8
48914;54898;8420616001;9
50711;124310;1570980217;8
58425;142772;037371016X;5
10180;89678;1575842955;10
6959;24186;006093090X;9
57751;132836;1572700378;9
34967;65207;1573226122;10
46188;44932;1591840198;7
50098;113068;088730995X;10
44862;116122;1568650108;10
22820;135149;080701222X;7
4215;91647;055357227X;3
21857;7286;1569870381;5
42953;98391;1579546951;10
31000;119575;1551667193;9
27425;12637;1585421499;8
66416;147965;1579900259;8
38415;70205;055337432X;5
28559;31094;044021789X;6
20591;44743;038572179X;3
11689;60191;080213825X;5
36000;25981;042509345X;10
39893;31556;1562822500;6
59569;100009;1551430010;8
46706;47779;1564582035;9
32117;26335;038081403X;7
52854;112243;067003231X;7
18496;28619;1885171080;10
66262;146348;1563052741;8
3359;31185;044022165X;9
66005;143827;080505300X;8
54128;76499;1551114798;10
15554;80768;068485080X;6
11852;20180;1573225789;10
18458;57986;1558506462;10
55707;98391;044652946X;9
19645;126196;1551667215;6
37593;69156;1582401721;10
62464;116183;1561583952;10
22557;111187;067087311X;7
26572;107784;038081806X;5
18902;98391;042518689X;9
44308;38654;087406421X;7
2060;116506;002542730X;3
33497;31094;014004261X;7
47715;89602;006105366X;8
58781;98391;159058015X;8
35185;24525;1885211554;5
15425;5337;006099486X;6
15433;33270;006099486X;8
65990;143415;189094808X;10
25444;56554;157322930X;9
2514;134483;067091021X;8
19887;102275;042514545X;8
41971;94951;067101398X;8
2577;16795;068971310X;8
18101;48357;031242227X;3
56897;91906;088001654X;8
1159;103828;1558743669;9
13438;60244;031231616X;8
66790;150896;1576733270;8
23518;98655;1551669455;9
53692;117301;044023512x;6
46437;97874;1571741038;7
50618;60244;038072197X;10
4636;116931;006019491X;8
54664;79285;038079070X;10
65016;135768;1884956262;9
17376;101606;1573226521;9
15018;29259;1558744630;10
58235;98440;1559586710;10
44512;125287;1572241357;8
62982;122429;1566470498;8
18422;5162;067972883X;7
4127;152141;076790592X;8
17109;125217;015201800X;5
13425;71831;034536628X;8
59562;99955;1567181120;5
6011;54368;068484477X;8
28373;149172;031228361X;10
62119;114368;037351011X;10
64774;134347;1931081484;4
15206;125993;074325547X;9
61824;112672;1571780831;10
54315;77480;1568651945;5
20471;75695;034536676X;9
24080;95353;1571456988;10
33070;41575;044021906X;7
55869;86392;1401202306;9
38831;30276;156054175X;9
30791;88412;068982954X;10
48467;123744;067980112X;8
60672;106007;006099505X;10
34364;23571;1565924924;10
19750;114349;1573221937;6
63112;123608;059033672X;7
44083;38023;048627733X;10
48884;54898;1552975711;10
28245;114368;1551662914;5
48548;52994;051709309X;8
47313;50225;1582343764;10
62435;116122;083063360X;10
44538;39353;1901289109;9
10698;14422;155874262X;7
8226;12361;042513699X;6
34564;117251;038531891X;9
62617;117773;1577486412;10
44126;41667;1565922352;9
42593;129074;067173427X;8
21068;70401;1551665557;10
27856;29866;1551668076;9
11300;56856;1563898586;5
45292;41836;087113635X;6
7042;31141;1878424319;10
60423;104604;4770014627;7
51480;64015;1862040761;7
41495;35515;389508462X;7
49611;56447;1557485526;6
62275;130055;037575315X;10
4504;128753;067976402X;5
66612;148965;084991132X;10
22220;138257;067173069X;6
28751;14456;8880299409;8
15004;88248;086547642X;5
18847;5582;156333609X;9
29382;15408;155874505X;5
34627;23768;067942895X;10
45817;65584;1400030927;9
46747;47971;1885203632;8
49317;58529;1853265527;5
52275;138644;067152562X;4
65977;143397;1558492984;6
61275;110110;1880685000;7
59672;100906;073730104X;8
58786;98391;1590580311;9
48019;52199;039480600X;8
14367;98391;1551666855;9
29538;72530;006447335X;8
39388;70700;1558749330;7
42502;119488;039913493X;8
66110;145449;081541207X;8
33613;21252;157062187X;5
27713;13034;1570623392;8
63266;124079;059041688X;5
36989;26628;090571251X;7
25011;150124;084232920X;10
55591;85043;187798809X;8
14975;97874;1567184855;7
13961;1848;1882180887;7
60964;107784;091486260X;8
49551;56447;007248036X;6
12662;45255;038533334X;8
39098;30735;1562829297;8
54950;81355;1575660679;5
38146;61798;031225346X;2
8331;142256;042518630X;8
4517;137589;067976402X;8
54441;78777;8432246395;10
1238;43910;1573221856;7
5993;41080;068484477X;9
57247;93047;1592400337;7
24175;93047;185326119X;9
13777;1733;037370822X;7
23014;98391;1551669498;8
27271;12538;093527829X;8
53747;106769;1560766409;10
11932;152036;1573225789;10
22628;87449;038072362X;6
21662;114368;155166416X;5
58440;98391;038097858X;8
48630;130636;1565048350;7
48506;52917;1568362870;7
48071;52199;1572151951;9
44905;152409;158234082X;9
14488;144512;055357549X;7
56504;88677;044011876X;5
4889;79266;051513628X;9
30748;118543;067168390X;9
51997;67840;1551669358;9
9802;79266;155166884X;9
35572;25134;158721833X;9
4683;28204;038542471X;9
28069;13551;038531986X;10
35393;114368;1551660598;10
27527;12824;1569312648;10
37936;28634;1558174761;7
22702;84292;039914840X;10
2720;141088;080410753X;8
10370;147847;1576737330;10
8747;38556;044661095X;5
57471;140555;051726188X;8
18747;5543;1560760478;9
20694;82562;052594527X;8
51977;67796;1550660144;4
23911;8681;1583913580;10
43572;36907;088001685X;5
39192;81045;1570643679;8
2295;14201;038548951X;8
43695;37208;1551661802;7
48544;52968;1592280560;7
64744;133948;1403325200;10
63332;124510;1403960259;8
22720;91832;1853265535;9
31943;130890;037570731X;9
30369;16759;1574530720;4
24554;25288;1582341400;9
44447;38995;030908881X;8
53831;82831;1581170602;9
42669;36484;1892016508;9
23852;133571;055356921X;7
42213;35859;1561441619;7
63553;126367;1885171676;5
65184;137118;1892642492;5
4290;16634;067976402X;8
2408;45444;043936213X;9
34688;61901;087131925X;8
45975;43920;1558680616;7
25370;10354;1931514941;10
17044;28634;1551668912;7
53635;74691;037543142X;7
40441;32195;1570821739;8
43619;94691;1565921240;8
11809;117111;068484267X;9
19322;6575;015602943X;10
17352;134419;031205436X;8
13874;143415;1551669404;9
44736;108267;067003004X;9
43868;116787;006050918X;7
36872;42143;059004513X;7
48670;53229;1570629102;9
4592;40889;089480751X;10
30865;53189;1551664704;8
34300;27740;055380247X;7
18202;4785;038070613X;9
3436;97381;044022165X;8
29921;121920;155166674X;7
5975;24525;068484477X;7
14477;7980;055357549X;10
28979;14571;1568360487;3
30130;86145;067173430X;5
58141;96528;1931646317;7
16649;17667;1573221260;7
64662;132836;156158021X;10
18865;5582;1862042055;9
12244;619;193156146X;9
57285;93047;1891946072;5
9688;81597;1551664275;7
19723;131039;1573220825;10
58588;98391;1403964084;10
2324;31842;039304016X;5
24987;57897;068985482X;10
6412;67945;059035342X;10
51327;62891;1558500189;7
19859;6265;1568654782;8
30788;26593;068971503X;5
57552;94347;1401201040;7
17477;62862;006059537X;5
57023;92652;1898141207;5
37781;28591;055321893X;10
66741;150124;1564774945;10
35450;143163;1885477112;10
59461;99032;1591162157;10
65346;138602;1580621376;7
39534;34300;067176991X;3
8980;38169;055329301X;5
6895;82489;014025448X;5
11876;57935;1573225789;8
52357;69078;1565120531;8
852;62442;080410946X;7
8170;48025;042513525X;8
18055;74689;038078520X;5
45382;42309;038097438X;10
22999;8067;1551669498;10
49864;56959;1559949554;8
38631;64903;006080985X;5
46183;44902;1896860176;7
10804;35445;1558745718;7
15154;27237;044900483X;8
19599;98391;082177512X;8
13733;8188;1570719586;6
34440;30276;1551668866;7
42944;94944;1576736423;9
12213;125736;1576737357;9
53224;126604;1572240423;7
43581;36907;1583940537;10
53266;73059;1558743324;10
12766;48027;1573229385;7
59934;101851;1555842992;10
54418;114699;1855381125;10
51979;67796;1565072049;5
35058;25981;038531695X;5
21733;63967;006091307X;8
64054;128841;1582700206;9
19349;14422;031242258X;7
55937;86852;1896937004;10
5659;81492;088419597X;6
54008;98391;1575668017;7
20393;81368;015100692X;8
59059;98440;1576732304;8
18677;127826;014034991X;8
56859;91580;1567313647;5
37517;28204;034078721X;8
6496;115536;059035342X;10
26987;12490;1842230514;4
3164;277427;156865037X;7
14612;2276;089529768X;8
4420;91869;067976402X;10
46324;45902;1586602306;5
22119;49889;043919105X;5
59044;98391;1932112111;10
20203;6543;1573222127;8
54355;98391;055358328X;9
13250;109461;037570504X;8
20861;111944;156947012X;6
24817;9667;027362198X;8
58095;96440;1898697280;6
45223;41589;051506016X;8
38458;127203;051512947X;7
8434;30994;044021145X;10
15102;22154;1401301061;10
37214;127200;067173976X;5
53835;99347;1880184109;8
14649;69120;1855858320;8
54323;77768;039396194X;8
26228;35836;067151914X;4
65472;139182;2871532605;7
2033;64027;002542730X;7
3477;120417;044022165X;8
39679;31410;067940337X;5
66336;147420;1419106899;7
57574;94347;1566890330;9
52240;114368;037379116X;5
29167;15067;189186744X;10
47263;50157;1892145022;9
64472;130636;082175288X;5
38087;28977;1410731472;8
5837;31919;044022103X;5
18950;51742;1564029654;8
7777;150697;034538184X;7
64970;135277;2760405451;5
38349;29648;1564025446;6
23207;143134;039914255X;7
44188;46312;059084766X;10
58913;98391;1594141819;10
49353;107531;034537391X;5
39923;52517;1853913057;7
59570;100009;1853260975;9
34812;68555;1583224912;9
60986;107865;059520869X;7
44816;92152;014200331X;8
55432;83431;1552095029;8
12034;89602;043912042X;6
44528;39345;1885378017;9
35883;75787;074341182X;7
22815;150979;076790382X;9
52120;129883;1573227315;8
11111;123567;037582345X;5
23788;8537;1562055089;5
66651;149711;042512780X;7
24957;9908;038075911X;10
55601;87954;055357292X;7
33922;21875;014011582X;9
62104;114268;1564782379;8
58208;97290;1843097125;10
46127;44794;1555037739;8
44748;40340;158542160X;5
56658;88946;097077270X;7
24633;9385;1559704950;8
22630;95509;038072362X;8
12358;100256;080411868X;7
7389;98391;155166898X;8
5748;55270;039914465X;9
11634;109864;014023828X;8
59447;122429;1563973723;6
57356;93179;1555132901;7
50521;59971;1887128964;5
60029;101851;1885071000;10
62211;114699;1852306165;10
21454;25919;048627165X;10
46131;121198;1591561590;5
48613;130636;1565048059;7
14153;110112;1573229326;5
43884;104058;015601422X;8
52215;136313;081631053X;8
29412;25792;157322099X;5
22812;143211;076790382X;8
10075;110973;1567311199;10
28402;13935;1591130875;10
52348;69078;084781131X;8
9237;26538;059045367X;10
29606;68349;038533351X;7
29219;102594;1571740570;8
36546;26543;1581341628;5
23005;47866;1551669498;7
51576;64625;1573929026;7
53531;74185;1840022418;9
22535;28204;1582343047;7
37270;114988;074340615X;3
17824;108155;055327886X;6
45492;42718;1883013364;8
12466;651;1886383421;4
22539;56554;1582343047;9
5639;26535;038097570X;5
40553;93047;158685142X;7
36394;52199;038080493X;9
15867;143415;006109157X;2
40922;33748;1576736202;7
2796;6543;1400031354;7
44125;38023;1565922352;10
10529;68256;014028009X;8
20736;71853;068480123X;6
37875;28594;1569713308;8
46858;48355;1582402531;8
53015;70999;1567407757;10
48985;110973;1894869613;7
45822;135458;1400030927;6
17521;148898;1401300901;10
42508;142735;1931514607;9
29777;73923;1400032237;7
18032;95359;034540761X;6
57383;104429;156399058X;10
5989;37352;068484477X;8
61391;135360;1551091356;7
25915;127389;1567921892;5
66781;150663;091399085X;8
27616;116313;1591823455;9
46896;48494;037383246X;5
46750;95359;1930051220;7
54109;76499;067974472X;10
61696;112001;1568655738;10
47933;51992;1570362777;7
8593;127826;044021145X;8
18451;28619;1558506462;10
53280;73127;1559725265;8
53675;75081;1567180469;8
14129;66850;1573229326;7
18520;23768;037540256X;7
7487;134884;006016848X;8
52207;68836;051756338X;7
5206;18172;044651652X;9
40613;43687;067153145X;8
53477;73588;1879682109;5
27256;87949;084233226X;10
6511;126697;059035342X;10
44446;85999;006097771X;8
27885;35925;039914787X;8
36078;25981;1562472313;5
2110;142055;006092988X;9
26718;99312;006447108X;10
64649;132716;1842125850;8
57971;95574;1930754167;10
65580;140069;1563410729;6
45214;41586;1400050588;8
6003;46443;068484477X;8
29172;15093;042512830X;5
58449;98391;039915048X;8
42810;43910;074325550X;7
64640;132663;1883403006;8
